F11,F22,F33,F12,F13,F23,F21,F31,F32,elVol
0.996864,1.014459,0.990683,0.021232,-0.001392,0.003951,-0.000841,0.002969,-0.000251,-0.000125
0.999608,1.013489,0.989043,0.025863,-0.001036,0.004096,0.000325,0.002844,0.001920,-0.000125
1.006242,1.009194,0.987410,0.030288,0.004425,0.006083,0.005021,-0.000691,0.001769,-0.000125
1.013434,1.001636,0.987345,0.027732,0.007619,0.002921,0.007578,-0.002114,0.003652,-0.000125
1.014615,0.998327,0.989378,0.019422,0.009058,0.003433,0.010978,-0.005440,0.000543,-0.000125
1.003038,0.998741,0.998199,0.001933,0.015537,-0.003389,0.008372,-0.012108,0.005964,-0.000125
0.998666,1.006915,0.997055,0.010373,-0.000030,0.000441,-0.000319,0.000940,-0.008138,-0.000125
0.996824,1.012904,0.992744,0.015778,0.000024,0.002904,-0.000912,0.002199,-0.004345,-0.000125
0.996479,1.013857,0.991631,0.020372,0.000101,0.006176,-0.001625,0.002655,0.000438,-0.000125
0.998735,1.011438,0.992040,0.024328,0.002139,0.008684,-0.001013,0.002065,0.002460,-0.000125
1.001826,1.007540,0.992157,0.024875,0.003625,0.010401,-0.000902,0.001317,0.002745,-0.000125
1.004662,1.003909,0.993699,0.024834,0.008741,0.012942,0.003521,-0.000820,0.001200,-0.000125
1.004830,0.999611,0.995578,0.016968,0.012653,0.008873,0.003052,-0.002299,-0.000916,-0.000125
0.992794,1.007913,0.998456,0.002282,0.008277,0.005239,0.003869,-0.006629,-0.004275,-0.000125
0.998636,1.005819,0.998337,0.010245,0.000158,0.000654,-0.000362,0.000538,-0.003531,-0.000125
0.996539,1.009937,0.995802,0.015657,0.000353,0.002255,-0.001120,0.001317,-0.002105,-0.000125
0.996105,1.011135,0.994913,0.019900,0.000870,0.004670,-0.002057,0.001644,0.000201,-0.000125
0.997041,1.009192,0.995379,0.022185,0.001448,0.007131,-0.003184,0.001444,0.001822,-0.000125
0.999146,1.005736,0.996779,0.023281,0.003700,0.009464,-0.002792,0.001240,0.001866,-0.000125
1.000012,1.002852,0.997479,0.020241,0.004770,0.009785,-0.003374,-0.000016,-0.000164,-0.000125
0.997277,1.004618,0.998307,0.015775,0.006644,0.009904,-0.001601,-0.001612,-0.002259,-0.000125
0.991268,1.009026,0.998177,0.007184,0.007311,0.007417,-0.002227,-0.002959,-0.005681,-0.000125
0.998559,1.005034,0.999066,0.010029,0.000058,0.000131,-0.000369,0.000162,-0.000934,-0.000125
0.996388,1.008427,0.997516,0.015523,0.000212,0.000826,-0.001228,0.000465,-0.000616,-0.000125
0.995650,1.009326,0.997008,0.019445,0.000282,0.001729,-0.002515,0.000491,0.000109,-0.000125
0.996367,1.007484,0.997787,0.021551,0.000793,0.002786,-0.003772,0.000651,0.000670,-0.000125
0.997546,1.004556,0.998930,0.021520,0.000937,0.003339,-0.004933,0.000222,0.000474,-0.000125
0.998107,1.002994,0.999432,0.019689,0.002181,0.004057,-0.005239,0.000467,0.000027,-0.000125
0.996583,1.004803,0.997807,0.014971,0.001663,0.003611,-0.005751,-0.000728,-0.001652,-0.000125
0.992335,1.011712,0.993901,0.009212,-0.000227,0.003227,-0.005541,-0.003298,-0.002254,-0.000125
0.998559,1.005034,0.999066,0.010029,-0.000058,-0.000131,-0.000369,-0.000162,0.000934,-0.000125
0.996388,1.008427,0.997516,0.015523,-0.000212,-0.000826,-0.001228,-0.000465,0.000616,-0.000125
0.995650,1.009326,0.997008,0.019445,-0.000282,-0.001729,-0.002515,-0.000491,-0.000109,-0.000125
0.996367,1.007484,0.997787,0.021551,-0.000793,-0.002786,-0.003772,-0.000651,-0.000670,-0.000125
0.997546,1.004556,0.998930,0.021520,-0.000937,-0.003339,-0.004933,-0.000222,-0.000474,-0.000125
0.998107,1.002994,0.999432,0.019689,-0.002181,-0.004057,-0.005239,-0.000467,-0.000027,-0.000125
0.996583,1.004803,0.997807,0.014971,-0.001663,-0.003611,-0.005751,0.000728,0.001652,-0.000125
0.992335,1.011712,0.993901,0.009212,0.000227,-0.003227,-0.005541,0.003298,0.002254,-0.000125
0.998636,1.005819,0.998337,0.010245,-0.000158,-0.000654,-0.000362,-0.000538,0.003531,-0.000125
0.996539,1.009937,0.995802,0.015657,-0.000353,-0.002255,-0.001120,-0.001317,0.002105,-0.000125
0.996105,1.011135,0.994913,0.019900,-0.000870,-0.004670,-0.002057,-0.001644,-0.000201,-0.000125
0.997041,1.009192,0.995379,0.022185,-0.001448,-0.007131,-0.003184,-0.001444,-0.001822,-0.000125
0.999146,1.005736,0.996779,0.023281,-0.003700,-0.009464,-0.002792,-0.001240,-0.001866,-0.000125
1.000012,1.002852,0.997479,0.020241,-0.004770,-0.009785,-0.003374,0.000016,0.000164,-0.000125
0.997277,1.004618,0.998307,0.015775,-0.006644,-0.009904,-0.001601,0.001612,0.002259,-0.000125
0.991268,1.009026,0.998177,0.007184,-0.007311,-0.007417,-0.002227,0.002959,0.005681,-0.000125
0.998666,1.006915,0.997055,0.010373,0.000030,-0.000441,-0.000319,-0.000940,0.008138,-0.000125
0.996824,1.012904,0.992744,0.015778,-0.000024,-0.002904,-0.000912,-0.002199,0.004345,-0.000125
0.996479,1.013857,0.991631,0.020372,-0.000101,-0.006176,-0.001625,-0.002655,-0.000438,-0.000125
0.998735,1.011438,0.992040,0.024328,-0.002139,-0.008684,-0.001013,-0.002065,-0.002460,-0.000125
1.001826,1.007540,0.992157,0.024875,-0.003625,-0.010401,-0.000902,-0.001317,-0.002745,-0.000125
1.004662,1.003909,0.993699,0.024834,-0.008741,-0.012942,0.003521,0.000820,-0.001200,-0.000125
1.004830,0.999611,0.995578,0.016968,-0.012653,-0.008873,0.003052,0.002299,0.000916,-0.000125
0.992794,1.007913,0.998456,0.002282,-0.008277,-0.005239,0.003869,0.006629,0.004275,-0.000125
0.998662,1.009919,0.994466,0.009458,0.000885,-0.002563,-0.000376,-0.001377,0.016616,-0.000125
0.996724,1.014662,0.990280,0.015617,0.002015,-0.004863,-0.000974,-0.003282,0.004365,-0.000125
0.996864,1.014459,0.990683,0.021232,0.001392,-0.003951,-0.000841,-0.002969,0.000251,-0.000125
0.999608,1.013489,0.989043,0.025863,0.001036,-0.004096,0.000325,-0.002844,-0.001920,-0.000125
1.006242,1.009194,0.987410,0.030288,-0.004425,-0.006083,0.005021,0.000691,-0.001769,-0.000125
1.013434,1.001636,0.987345,0.027732,-0.007619,-0.002921,0.007578,0.002114,-0.003652,-0.000125
1.014615,0.998327,0.989378,0.019422,-0.009058,-0.003433,0.010978,0.005440,-0.000543,-0.000125
1.003038,0.998741,0.998199,0.001933,-0.015537,0.003389,0.008372,0.012108,-0.005964,-0.000125
0.998240,1.009227,0.995132,0.006360,-0.001100,0.002320,-0.000316,0.001790,-0.013449,-0.000125
0.995775,1.014414,0.991347,0.014313,-0.002228,0.004506,-0.000659,0.003811,-0.003607,-0.000125
0.995077,1.015713,0.991031,0.021978,-0.002015,0.005026,0.000214,0.004131,-0.001001,-0.000125
0.996491,1.017481,0.988586,0.029275,0.000601,0.006065,0.004294,0.001828,0.000242,-0.000125
0.999023,1.018989,0.985286,0.036040,0.003252,0.011118,0.013384,0.001464,-0.000453,-0.000125
1.010764,1.014576,0.980577,0.040913,0.021875,0.024135,0.033563,-0.010581,-0.007592,-0.000125
1.023594,0.996190,0.982969,0.020251,0.032607,0.007069,0.040966,-0.017535,0.001508,-0.000125
1.013116,1.003006,0.983817,-0.020951,0.024908,0.008347,0.045699,-0.026522,-0.010656,-0.000125
0.998384,1.006389,0.997508,0.007423,0.000037,0.000518,-0.000207,0.001110,-0.006089,-0.000125
0.995912,1.012333,0.993779,0.014414,0.000000,0.003251,-0.000711,0.002791,-0.003454,-0.000125
0.995563,1.013717,0.992656,0.021043,0.000621,0.006808,-0.000710,0.003071,0.000285,-0.000125
0.995754,1.013945,0.992103,0.026105,0.002112,0.011302,0.001045,0.003002,0.001955,-0.000125
0.999983,1.011056,0.992179,0.030417,0.008254,0.017718,0.006956,0.001559,0.001059,-0.000125
1.002060,1.007615,0.990627,0.024206,0.011961,0.019595,0.009754,-0.002035,-0.002844,-0.000125
1.000894,1.010404,0.992283,0.016599,0.021588,0.029408,0.024721,-0.010971,-0.007288,-0.000125
0.999489,0.998559,1.000707,-0.010789,0.022778,0.018363,0.025343,-0.019869,-0.011132,-0.000125
0.998320,1.005176,0.998753,0.007201,0.000185,0.000696,-0.000282,0.000644,-0.002349,-0.000125
0.996045,1.009066,0.996821,0.014327,0.000530,0.002442,-0.001037,0.001618,-0.001533,-0.000125
0.995298,1.010456,0.995964,0.020049,0.000990,0.005411,-0.001651,0.002005,0.000344,-0.000125
0.996323,1.008870,0.996659,0.023997,0.002601,0.009254,-0.001525,0.002280,0.001754,-0.000125
0.997265,1.006659,0.997000,0.024516,0.004467,0.012310,-0.001316,0.001393,0.000842,-0.000125
0.999659,1.005001,0.997346,0.022266,0.008601,0.017443,0.002338,0.000367,-0.001423,-0.000125
0.999140,1.003928,0.995384,0.010495,0.007017,0.016720,0.002024,-0.005440,-0.008403,-0.000125
0.994077,1.013810,0.990060,0.001393,-0.000253,0.018990,0.006742,-0.017672,-0.013116,-0.000125
0.998341,1.004330,0.999449,0.006929,0.000087,0.000151,-0.000335,0.000221,-0.000551,-0.000125
0.996002,1.007411,0.998473,0.014114,0.000228,0.000906,-0.001196,0.000493,-0.000424,-0.000125
0.995420,1.007932,0.998307,0.019533,0.000497,0.002116,-0.002319,0.000809,0.000258,-0.000125
0.995810,1.006529,0.999009,0.022571,0.000827,0.003138,-0.003413,0.000572,0.000443,-0.000125
0.997121,1.003967,1.000137,0.022989,0.001914,0.005114,-0.003795,0.000984,0.000684,-0.000125
0.997948,1.002468,0.999673,0.019607,0.001966,0.005207,-0.004604,-0.000225,-0.001148,-0.000125
0.998651,1.005363,0.995741,0.014233,0.002472,0.007028,-0.004059,-0.001337,-0.002784,-0.000125
0.999280,1.011167,0.987644,0.006331,0.001067,0.005965,-0.004255,-0.002959,-0.005313,-0.000125
0.998341,1.004330,0.999449,0.006929,-0.000087,-0.000151,-0.000335,-0.000221,0.000551,-0.000125
0.996002,1.007411,0.998473,0.014114,-0.000228,-0.000906,-0.001196,-0.000493,0.000424,-0.000125
0.995420,1.007932,0.998307,0.019533,-0.000497,-0.002116,-0.002319,-0.000809,-0.000258,-0.000125
0.995810,1.006529,0.999009,0.022571,-0.000827,-0.003138,-0.003413,-0.000572,-0.000443,-0.000125
0.997121,1.003967,1.000137,0.022989,-0.001914,-0.005114,-0.003795,-0.000984,-0.000684,-0.000125
0.997948,1.002468,0.999673,0.019607,-0.001966,-0.005207,-0.004604,0.000225,0.001148,-0.000125
0.998651,1.005363,0.995741,0.014233,-0.002472,-0.007028,-0.004059,0.001337,0.002784,-0.000125
0.999280,1.011167,0.987644,0.006331,-0.001067,-0.005965,-0.004255,0.002959,0.005313,-0.000125
0.998320,1.005176,0.998753,0.007201,-0.000185,-0.000696,-0.000282,-0.000644,0.002349,-0.000125
0.996045,1.009066,0.996821,0.014327,-0.000530,-0.002442,-0.001037,-0.001618,0.001533,-0.000125
0.995298,1.010456,0.995964,0.020049,-0.000990,-0.005411,-0.001651,-0.002005,-0.000344,-0.000125
0.996323,1.008870,0.996659,0.023997,-0.002601,-0.009254,-0.001525,-0.002280,-0.001754,-0.000125
0.997265,1.006659,0.997000,0.024516,-0.004467,-0.012310,-0.001316,-0.001393,-0.000842,-0.000125
0.999659,1.005001,0.997346,0.022266,-0.008601,-0.017443,0.002338,-0.000367,0.001423,-0.000125
0.999140,1.003928,0.995384,0.010495,-0.007017,-0.016720,0.002024,0.005440,0.008403,-0.000125
0.994077,1.013810,0.990060,0.001393,0.000253,-0.018990,0.006742,0.017672,0.013116,-0.000125
0.998384,1.006389,0.997508,0.007423,-0.000037,-0.000518,-0.000207,-0.001110,0.006089,-0.000125
0.995912,1.012333,0.993779,0.014414,-0.000000,-0.003251,-0.000711,-0.002791,0.003454,-0.000125
0.995563,1.013717,0.992656,0.021043,-0.000621,-0.006808,-0.000710,-0.003071,-0.000285,-0.000125
0.995754,1.013945,0.992103,0.026105,-0.002112,-0.011302,0.001045,-0.003002,-0.001955,-0.000125
0.999983,1.011056,0.992179,0.030417,-0.008254,-0.017718,0.006956,-0.001559,-0.001059,-0.000125
1.002060,1.007615,0.990627,0.024206,-0.011961,-0.019595,0.009754,0.002035,0.002844,-0.000125
1.000894,1.010404,0.992283,0.016599,-0.021588,-0.029408,0.024721,0.010971,0.007288,-0.000125
0.999489,0.998559,1.000707,-0.010789,-0.022778,-0.018363,0.025343,0.019869,0.011132,-0.000125
0.998240,1.009227,0.995132,0.006360,0.001100,-0.002320,-0.000316,-0.001790,0.013449,-0.000125
0.995775,1.014414,0.991347,0.014313,0.002228,-0.004506,-0.000659,-0.003811,0.003607,-0.000125
0.995077,1.015713,0.991031,0.021978,0.002015,-0.005026,0.000214,-0.004131,0.001001,-0.000125
0.996491,1.017481,0.988586,0.029275,-0.000601,-0.006065,0.004294,-0.001828,-0.000242,-0.000125
0.999023,1.018989,0.985286,0.036040,-0.003252,-0.011118,0.013384,-0.001464,0.000453,-0.000125
1.010764,1.014576,0.980577,0.040913,-0.021875,-0.024135,0.033563,0.010581,0.007592,-0.000125
1.023594,0.996190,0.982969,0.020251,-0.032607,-0.007069,0.040966,0.017535,-0.001508,-0.000125
1.013116,1.003006,0.983817,-0.020951,-0.024908,-0.008347,0.045699,0.026522,0.010656,-0.000125
0.997862,1.008053,0.996152,0.002462,-0.001289,0.001801,-0.000858,0.002163,-0.009495,-0.000125
0.994735,1.013816,0.992646,0.012617,-0.002798,0.004388,-0.002287,0.004680,-0.003023,-0.000125
0.993188,1.016699,0.991800,0.021429,-0.002548,0.005448,-0.002771,0.004357,-0.001587,-0.000125
0.991258,1.023224,0.987805,0.029309,-0.000599,0.010068,-0.000120,0.003734,-0.002098,-0.000125
0.990419,1.031782,0.982356,0.037699,0.004325,0.016423,0.009325,-0.002444,-0.004655,-0.000125
0.987285,1.047418,0.972356,0.047861,0.011242,0.038213,0.034782,-0.000004,-0.012995,-0.000125
1.012460,1.045656,0.952746,0.051307,0.072502,0.101733,0.109687,-0.046041,-0.046082,-0.000125
1.038564,0.963610,0.995570,-0.036380,0.094988,0.025401,0.115024,-0.065204,0.008784,-0.000125
0.997991,1.005554,0.998090,0.003798,-0.000047,0.000697,-0.000628,0.001242,-0.003737,-0.000125
0.995396,1.010994,0.995202,0.012972,-0.000229,0.003432,-0.002297,0.002978,-0.002389,-0.000125
0.993758,1.013825,0.993731,0.020498,0.000099,0.008068,-0.003529,0.003574,0.000096,-0.000125
0.993611,1.015904,0.992770,0.026693,0.001696,0.013643,-0.003216,0.002673,0.001175,-0.000125
0.990886,1.020918,0.990030,0.031333,0.005753,0.025472,0.002695,0.002540,0.000262,-0.000125
0.999548,1.017086,0.989438,0.034029,0.019035,0.044877,0.019229,0.000861,-0.007319,-0.000125
0.998929,1.012451,0.983567,0.004992,0.017924,0.044896,0.015780,-0.013667,-0.026277,-0.000125
0.994799,1.036554,0.967944,-0.004717,0.010090,0.081489,0.055200,-0.050847,-0.038221,-0.000125
0.998226,1.004144,0.999238,0.003748,0.000098,0.000713,-0.000750,0.000641,-0.001064,-0.000125
0.995706,1.007617,0.997938,0.012985,0.000317,0.002767,-0.002476,0.001611,-0.000874,-0.000125
0.994871,1.009114,0.997416,0.019809,0.000664,0.006218,-0.004654,0.002113,0.000574,-0.000125
0.994035,1.009777,0.997377,0.024425,0.002024,0.011481,-0.005214,0.002010,0.001696,-0.000125
0.995651,1.007693,0.998799,0.026646,0.004921,0.019005,-0.003482,0.003056,0.001059,-0.000125
0.995907,1.006604,0.996923,0.022785,0.007569,0.023306,-0.004501,0.000072,-0.005650,-0.000125
1.002001,1.010852,0.989196,0.015551,0.009363,0.035368,0.004340,-0.004293,-0.014349,-0.000125
1.011304,1.005763,0.980240,0.000578,0.001342,0.031165,-0.001500,-0.010461,-0.025570,-0.000125
0.998320,1.003236,0.999849,0.003590,0.000060,0.000194,-0.000758,0.000179,-0.000151,-0.000125
0.996075,1.005638,0.999529,0.012870,0.000114,0.001027,-0.002764,0.000563,-0.000168,-0.000125
0.995186,1.006311,0.999640,0.019305,0.000386,0.002357,-0.005034,0.000524,0.000279,-0.000125
0.995191,1.005186,1.000795,0.023194,0.000762,0.004489,-0.006905,0.001214,0.000875,-0.000125
0.995665,1.003514,1.001462,0.024151,0.001591,0.005736,-0.008320,0.000341,-0.000208,-0.000125
0.998079,1.002611,1.000104,0.021687,0.002537,0.009606,-0.007821,0.000656,-0.001149,-0.000125
1.000824,1.003832,0.993969,0.015602,0.001790,0.008557,-0.009755,-0.000436,-0.004987,-0.000125
1.005194,1.014435,0.978487,0.009960,0.000379,0.011109,-0.007822,-0.006197,-0.010495,-0.000125
0.998320,1.003236,0.999849,0.003590,-0.000060,-0.000194,-0.000758,-0.000179,0.000151,-0.000125
0.996075,1.005638,0.999529,0.012870,-0.000114,-0.001027,-0.002764,-0.000563,0.000168,-0.000125
0.995186,1.006311,0.999640,0.019305,-0.000386,-0.002357,-0.005034,-0.000524,-0.000279,-0.000125
0.995191,1.005186,1.000795,0.023194,-0.000762,-0.004489,-0.006905,-0.001214,-0.000875,-0.000125
0.995665,1.003514,1.001462,0.024151,-0.001591,-0.005736,-0.008320,-0.000341,0.000208,-0.000125
0.998079,1.002611,1.000104,0.021687,-0.002537,-0.009606,-0.007821,-0.000656,0.001149,-0.000125
1.000824,1.003832,0.993969,0.015602,-0.001790,-0.008557,-0.009755,0.000436,0.004987,-0.000125
1.005194,1.014435,0.978487,0.009960,-0.000379,-0.011109,-0.007822,0.006197,0.010495,-0.000125
0.998226,1.004144,0.999238,0.003748,-0.000098,-0.000713,-0.000750,-0.000641,0.001064,-0.000125
0.995706,1.007617,0.997938,0.012985,-0.000317,-0.002767,-0.002476,-0.001611,0.000874,-0.000125
0.994871,1.009114,0.997416,0.019809,-0.000664,-0.006218,-0.004654,-0.002113,-0.000574,-0.000125
0.994035,1.009777,0.997377,0.024425,-0.002024,-0.011481,-0.005214,-0.002010,-0.001696,-0.000125
0.995651,1.007693,0.998799,0.026646,-0.004921,-0.019005,-0.003482,-0.003056,-0.001059,-0.000125
0.995907,1.006604,0.996923,0.022785,-0.007569,-0.023306,-0.004501,-0.000072,0.005650,-0.000125
1.002001,1.010852,0.989196,0.015551,-0.009363,-0.035368,0.004340,0.004293,0.014349,-0.000125
1.011304,1.005763,0.980240,0.000578,-0.001342,-0.031165,-0.001500,0.010461,0.025570,-0.000125
0.997991,1.005554,0.998090,0.003798,0.000047,-0.000697,-0.000628,-0.001242,0.003737,-0.000125
0.995396,1.010994,0.995202,0.012972,0.000229,-0.003432,-0.002297,-0.002978,0.002389,-0.000125
0.993758,1.013825,0.993731,0.020498,-0.000099,-0.008068,-0.003529,-0.003574,-0.000096,-0.000125
0.993611,1.015904,0.992770,0.026693,-0.001696,-0.013643,-0.003216,-0.002673,-0.001175,-0.000125
0.990886,1.020918,0.990030,0.031333,-0.005753,-0.025472,0.002695,-0.002540,-0.000262,-0.000125
0.999548,1.017086,0.989438,0.034029,-0.019035,-0.044877,0.019229,-0.000861,0.007319,-0.000125
0.998929,1.012451,0.983567,0.004992,-0.017924,-0.044896,0.015780,0.013667,0.026277,-0.000125
0.994799,1.036554,0.967944,-0.004717,-0.010090,-0.081489,0.055200,0.050847,0.038221,-0.000125
0.997862,1.008053,0.996152,0.002462,0.001289,-0.001801,-0.000858,-0.002163,0.009495,-0.000125
0.994735,1.013816,0.992646,0.012617,0.002798,-0.004388,-0.002287,-0.004680,0.003023,-0.000125
0.993188,1.016699,0.991800,0.021429,0.002548,-0.005448,-0.002771,-0.004357,0.001587,-0.000125
0.991258,1.023224,0.987805,0.029309,0.000599,-0.010068,-0.000120,-0.003734,0.002098,-0.000125
0.990419,1.031782,0.982356,0.037699,-0.004325,-0.016423,0.009325,0.002444,0.004655,-0.000125
0.987285,1.047418,0.972356,0.047861,-0.011242,-0.038213,0.034782,0.000004,0.012995,-0.000125
1.012460,1.045656,0.952746,0.051307,-0.072502,-0.101733,0.109687,0.046041,0.046082,-0.000125
1.038564,0.963610,0.995570,-0.036380,-0.094988,-0.025401,0.115024,0.065204,-0.008785,-0.000125
0.998114,1.005631,0.997471,-0.001561,-0.001729,0.001639,-0.001564,0.002186,-0.005147,-0.000125
0.995561,1.010213,0.994846,0.010961,-0.003566,0.004012,-0.006161,0.004693,-0.002348,-0.000125
0.992988,1.015061,0.993074,0.018966,-0.003532,0.006586,-0.010920,0.004762,-0.002516,-0.000125
0.988720,1.025075,0.988203,0.025573,-0.003090,0.010891,-0.013358,0.003270,-0.003285,-0.000125
0.981427,1.041030,0.981551,0.033303,0.001595,0.023607,-0.011704,0.004938,-0.007979,-0.000125
0.970545,1.075593,0.961849,0.038241,-0.001212,0.047616,0.000263,-0.011641,-0.023808,-0.000125
0.947991,1.120631,0.949515,0.063549,0.028087,0.119346,0.028507,0.018074,-0.051591,-0.000125
1.022282,1.157905,0.842701,0.051773,0.158865,0.401040,0.292439,-0.077864,-0.100808,-0.000125
0.998813,1.003141,0.998791,0.000602,-0.000434,0.000851,-0.001785,0.001087,-0.001408,-0.000125
0.996532,1.007250,0.996837,0.011292,-0.001092,0.003930,-0.006273,0.002560,-0.001508,-0.000125
0.994740,1.010945,0.995209,0.018748,-0.001239,0.008435,-0.011666,0.002793,0.000044,-0.000125
0.990677,1.017044,0.993609,0.024233,-0.000122,0.016276,-0.013718,0.003094,0.000626,-0.000125
0.989090,1.023842,0.989670,0.029482,0.000354,0.028779,-0.015565,0.001118,-0.001299,-0.000125
0.979171,1.037988,0.986103,0.034622,0.010601,0.059563,-0.008273,0.001336,-0.007220,-0.000125
1.000715,1.033971,0.970726,0.025324,0.023145,0.112097,0.037600,0.001773,-0.040467,-0.000125
1.018127,0.986013,0.992120,-0.011768,-0.005866,0.088955,-0.030842,0.036472,-0.026512,-0.000125
0.999270,1.001494,0.999707,0.001244,-0.000207,0.000796,-0.001899,0.000517,0.000093,-0.000125
0.997829,1.003609,0.998993,0.011528,-0.000427,0.003005,-0.006830,0.001238,-0.000341,-0.000125
0.995732,1.006169,0.998703,0.018335,-0.000104,0.006916,-0.011605,0.001490,0.000795,-0.000125
0.994169,1.008114,0.998605,0.023501,-0.000077,0.012782,-0.015654,0.001691,0.001573,-0.000125
0.991798,1.010301,0.998956,0.026815,0.002847,0.022750,-0.016440,0.000805,0.001343,-0.000125
0.994618,1.008086,0.998977,0.025692,0.004197,0.035410,-0.011332,0.003406,-0.006316,-0.000125
0.997528,1.007294,0.992706,0.021649,0.004257,0.039454,-0.022248,0.001731,-0.019723,-0.000125
1.009845,1.021966,0.966079,0.016101,0.009075,0.053319,-0.003763,-0.013928,-0.042023,-0.000125
0.999651,1.000453,1.000193,0.001561,-0.000110,0.000245,-0.002025,0.000165,0.000193,-0.000125
0.998375,1.001540,1.000426,0.011378,-0.000057,0.001147,-0.006902,0.000334,0.000040,-0.000125
0.996757,1.002887,1.000798,0.018290,-0.000185,0.002587,-0.012154,0.000634,0.000332,-0.000125
0.995291,1.003233,1.002031,0.022748,0.000585,0.004884,-0.015659,0.000023,0.000902,-0.000125
0.995219,1.002025,1.003314,0.024998,0.000231,0.008072,-0.017684,0.001511,0.000380,-0.000125
0.996839,1.002055,1.000817,0.024875,0.001515,0.009720,-0.020228,0.000056,-0.002877,-0.000125
1.003015,1.005532,0.990932,0.021335,0.002585,0.013469,-0.017151,-0.002601,-0.007007,-0.000125
1.011917,1.012196,0.973373,0.017498,-0.003315,0.011136,-0.019623,0.001083,-0.010552,-0.000125
0.999651,1.000453,1.000193,0.001561,0.000110,-0.000245,-0.002025,-0.000165,-0.000193,-0.000125
0.998375,1.001540,1.000426,0.011378,0.000057,-0.001147,-0.006902,-0.000334,-0.000040,-0.000125
0.996757,1.002887,1.000798,0.018290,0.000185,-0.002587,-0.012154,-0.000634,-0.000332,-0.000125
0.995291,1.003233,1.002031,0.022748,-0.000585,-0.004884,-0.015659,-0.000023,-0.000902,-0.000125
0.995219,1.002025,1.003314,0.024998,-0.000231,-0.008072,-0.017684,-0.001511,-0.000380,-0.000125
0.996839,1.002055,1.000817,0.024875,-0.001515,-0.009720,-0.020228,-0.000056,0.002877,-0.000125
1.003015,1.005532,0.990932,0.021335,-0.002585,-0.013469,-0.017151,0.002601,0.007007,-0.000125
1.011917,1.012196,0.973373,0.017498,0.003315,-0.011136,-0.019623,-0.001083,0.010552,-0.000125
0.999270,1.001494,0.999707,0.001244,0.000207,-0.000796,-0.001899,-0.000517,-0.000093,-0.000125
0.997829,1.003609,0.998993,0.011528,0.000427,-0.003005,-0.006830,-0.001238,0.000341,-0.000125
0.995732,1.006169,0.998703,0.018335,0.000104,-0.006916,-0.011605,-0.001490,-0.000795,-0.000125
0.994169,1.008114,0.998605,0.023501,0.000077,-0.012782,-0.015654,-0.001691,-0.001573,-0.000125
0.991798,1.010301,0.998956,0.026815,-0.002847,-0.022750,-0.016440,-0.000805,-0.001343,-0.000125
0.994618,1.008086,0.998977,0.025692,-0.004197,-0.035410,-0.011332,-0.003406,0.006316,-0.000125
0.997528,1.007294,0.992706,0.021649,-0.004257,-0.039454,-0.022248,-0.001731,0.019723,-0.000125
1.009845,1.021966,0.966079,0.016101,-0.009075,-0.053319,-0.003763,0.013928,0.042023,-0.000125
0.998813,1.003141,0.998791,0.000602,0.000434,-0.000851,-0.001785,-0.001087,0.001408,-0.000125
0.996532,1.007250,0.996837,0.011292,0.001092,-0.003930,-0.006273,-0.002560,0.001508,-0.000125
0.994740,1.010945,0.995209,0.018748,0.001239,-0.008435,-0.011666,-0.002793,-0.000044,-0.000125
0.990677,1.017044,0.993609,0.024233,0.000122,-0.016276,-0.013718,-0.003094,-0.000626,-0.000125
0.989090,1.023842,0.989670,0.029482,-0.000354,-0.028779,-0.015565,-0.001118,0.001299,-0.000125
0.979171,1.037988,0.986103,0.034622,-0.010601,-0.059563,-0.008273,-0.001336,0.007220,-0.000125
1.000715,1.033971,0.970726,0.025324,-0.023145,-0.112097,0.037600,-0.001773,0.040467,-0.000125
1.018127,0.986013,0.992120,-0.011768,0.005866,-0.088955,-0.030842,-0.036472,0.026512,-0.000125
0.998114,1.005631,0.997471,-0.001561,0.001729,-0.001639,-0.001564,-0.002186,0.005147,-0.000125
0.995561,1.010213,0.994846,0.010961,0.003566,-0.004012,-0.006161,-0.004693,0.002348,-0.000125
0.992988,1.015061,0.993074,0.018966,0.003532,-0.006586,-0.010920,-0.004762,0.002516,-0.000125
0.988720,1.025075,0.988203,0.025573,0.003090,-0.010891,-0.013358,-0.003270,0.003285,-0.000125
0.981427,1.041030,0.981551,0.033303,-0.001595,-0.023607,-0.011704,-0.004938,0.007979,-0.000125
0.970545,1.075593,0.961849,0.038241,0.001212,-0.047616,0.000263,0.011641,0.023808,-0.000125
0.947991,1.120631,0.949515,0.063549,-0.028087,-0.119346,0.028507,-0.018074,0.051591,-0.000125
1.022282,1.157905,0.842701,0.051773,-0.158865,-0.401040,0.292439,0.077864,0.100808,-0.000125
