F11,F22,F33,F12,F13,F23,F21,F31,F32,elVol
0.997802,1.004479,0.996102,0.024535,0.004895,0.012496,-0.020037,0.004245,-0.008247,-0.000125
0.991562,1.014966,0.990197,0.025876,0.017092,0.014999,-0.024342,0.016680,-0.013350,-0.000125
0.997609,1.007467,0.998594,0.017006,-0.000042,0.000101,-0.001161,0.000051,-0.001406,-0.000125
0.993797,1.012812,0.996361,0.019746,-0.000085,0.000845,-0.003737,0.000168,-0.000828,-0.000125
0.992178,1.014578,0.995802,0.019576,-0.000180,0.001919,-0.007399,0.000011,0.000269,-0.000125
0.993036,1.011910,0.996884,0.018442,-0.000095,0.002830,-0.010997,-0.000000,0.000813,-0.000125
0.995343,1.007323,0.998708,0.018141,-0.000201,0.004297,-0.013544,-0.000596,0.001011,-0.000125
0.997213,1.004076,0.998933,0.018759,0.000729,0.004291,-0.014509,0.000080,-0.000787,-0.000125
0.998514,1.005769,0.995134,0.018946,0.002365,0.005581,-0.015453,0.001285,-0.003012,-0.000125
0.998721,1.011933,0.987288,0.017640,0.003993,0.004821,-0.015103,0.002160,-0.004833,-0.000125
0.997609,1.007467,0.998594,0.017006,0.000042,-0.000101,-0.001161,-0.000051,0.001406,-0.000125
0.993797,1.012812,0.996361,0.019746,0.000085,-0.000845,-0.003737,-0.000168,0.000828,-0.000125
0.992178,1.014578,0.995802,0.019576,0.000180,-0.001919,-0.007399,-0.000011,-0.000269,-0.000125
0.993036,1.011910,0.996884,0.018442,0.000095,-0.002830,-0.010997,0.000000,-0.000813,-0.000125
0.995343,1.007323,0.998708,0.018141,0.000201,-0.004297,-0.013544,0.000596,-0.001011,-0.000125
0.997213,1.004076,0.998933,0.018759,-0.000729,-0.004291,-0.014509,-0.000080,0.000787,-0.000125
0.998514,1.005769,0.995134,0.018946,-0.002365,-0.005581,-0.015453,-0.001285,0.003012,-0.000125
0.998721,1.011933,0.987288,0.017640,-0.003993,-0.004821,-0.015103,-0.002160,0.004833,-0.000125
0.997723,1.008275,0.997777,0.016854,0.000110,-0.000707,-0.001193,-0.000224,0.005035,-0.000125
0.994082,1.014320,0.994495,0.019614,0.000351,-0.002280,-0.003866,-0.000486,0.002714,-0.000125
0.992491,1.016768,0.993379,0.019501,0.000462,-0.004904,-0.007894,-0.000390,-0.000480,-0.000125
0.993764,1.013741,0.994533,0.018242,0.000823,-0.008013,-0.012474,0.000318,-0.002838,-0.000125
0.995895,1.009246,0.996089,0.018538,0.000521,-0.010299,-0.015581,0.000680,-0.002366,-0.000125
0.998309,1.005500,0.997378,0.019756,0.000055,-0.013651,-0.019885,0.000527,0.000628,-0.000125
0.997802,1.004479,0.996102,0.024535,-0.004895,-0.012496,-0.020037,-0.004245,0.008247,-0.000125
0.991562,1.014966,0.990197,0.025876,-0.017092,-0.014999,-0.024342,-0.016680,0.013350,-0.000125
0.997909,1.009337,0.996306,0.016486,0.000258,-0.000354,-0.001237,-0.000492,0.010951,-0.000125
0.994522,1.017518,0.990974,0.019307,0.000692,-0.003040,-0.004102,-0.001052,0.005411,-0.000125
0.993237,1.019290,0.989961,0.019273,0.001115,-0.006137,-0.008591,-0.001051,-0.001048,-0.000125
0.994196,1.017376,0.990532,0.018063,0.001160,-0.009185,-0.014238,-0.000165,-0.003994,-0.000125
0.998454,1.012111,0.991786,0.017123,0.003056,-0.013400,-0.021659,0.000409,-0.004020,-0.000125
1.000467,1.006961,0.992657,0.021933,0.002759,-0.014374,-0.025795,-0.000554,0.000122,-0.000125
0.996384,1.008391,0.995867,0.028657,0.001409,-0.020901,-0.037062,-0.007649,0.006819,-0.000125
0.986147,1.005278,1.006095,0.038036,-0.002675,-0.012621,-0.037664,-0.017477,0.010455,-0.000125
0.998051,1.012784,0.993075,0.015461,0.000768,-0.003094,-0.001308,-0.001010,0.021570,-0.000125
0.994788,1.018944,0.988262,0.018936,0.001731,-0.005281,-0.004381,-0.002113,0.004938,-0.000125
0.993541,1.019495,0.989236,0.019243,0.001708,-0.003816,-0.008994,-0.001680,-0.000536,-0.000125
0.995220,1.019205,0.987788,0.017584,0.002173,-0.002802,-0.015761,-0.001942,-0.003629,-0.000125
0.998741,1.017564,0.986123,0.015351,0.002528,-0.005868,-0.025839,-0.000386,-0.003975,-0.000125
1.007444,1.010512,0.984941,0.015696,0.010836,-0.013897,-0.042388,-0.005902,0.000388,-0.000125
1.009283,0.998718,0.991081,0.031386,0.015694,-0.001248,-0.046759,-0.010252,-0.002797,-0.000125
0.988225,1.012616,0.996186,0.050077,0.005009,-0.007194,-0.056285,-0.015954,0.004739,-0.000125
0.998643,1.010886,0.993832,0.012154,-0.000843,0.002842,-0.000590,0.001283,-0.019277,-0.000125
0.996582,1.016032,0.989299,0.016920,-0.001660,0.005118,-0.002329,0.002543,-0.004869,-0.000125
0.996470,1.015376,0.990145,0.019901,-0.001947,0.003499,-0.004748,0.002809,0.000300,-0.000125
0.999393,1.013981,0.988752,0.021527,-0.000619,0.003203,-0.007323,0.001492,0.002810,-0.000125
1.005923,1.008358,0.987928,0.021459,-0.001910,0.003454,-0.011676,0.002080,0.003827,-0.000125
1.011462,1.001542,0.988654,0.023829,-0.000941,0.001491,-0.013303,0.000951,0.004147,-0.000125
1.009988,0.999169,0.991972,0.023617,0.001777,0.001502,-0.017450,0.001332,0.002994,-0.000125
0.996251,1.001572,1.001298,0.023050,-0.001691,-0.005237,-0.018517,0.006039,0.005474,-0.000125
0.998656,1.007667,0.996659,0.013052,-0.000055,0.000376,-0.000432,0.000691,-0.009768,-0.000125
0.996449,1.014534,0.991820,0.017148,-0.000363,0.002817,-0.002222,0.001721,-0.005004,-0.000125
0.996049,1.015362,0.990768,0.019747,-0.000150,0.005948,-0.004645,0.001722,0.000641,-0.000125
0.998123,1.012489,0.991447,0.020623,-0.000421,0.007750,-0.007812,0.001388,0.003182,-0.000125
1.001458,1.007979,0.992211,0.022155,0.001078,0.009370,-0.009412,0.000644,0.003515,-0.000125
1.004359,1.003003,0.993988,0.021815,0.001427,0.010251,-0.013366,0.001255,0.001956,-0.000125
1.001923,1.001034,0.996852,0.022256,0.002084,0.006914,-0.013414,0.002058,-0.000997,-0.000125
0.989338,1.008852,1.000147,0.021616,0.008348,0.004507,-0.016594,0.005350,-0.003156,-0.000125
0.998516,1.006632,0.998012,0.013093,0.000014,0.000659,-0.000450,0.000371,-0.004439,-0.000125
0.996102,1.011587,0.995030,0.017321,0.000108,0.002200,-0.002154,0.000907,-0.002512,-0.000125
0.995335,1.012948,0.993999,0.019437,0.000032,0.004431,-0.004680,0.000956,0.000231,-0.000125
0.996401,1.010743,0.994726,0.020645,0.000591,0.006789,-0.006917,0.000763,0.002185,-0.000125
0.998627,1.006465,0.996292,0.020490,0.000736,0.008428,-0.009589,0.000288,0.002182,-0.000125
0.999601,1.003342,0.997561,0.021192,0.002676,0.008722,-0.010225,0.000821,0.000243,-0.000125
0.997085,1.004420,0.998120,0.020076,0.004821,0.008335,-0.012290,0.002459,-0.002708,-0.000125
0.989483,1.010285,0.998549,0.016493,0.005860,0.005922,-0.012725,0.003743,-0.005169,-0.000125
0.998428,1.005854,0.998775,0.013043,0.000036,0.000119,-0.000452,0.000129,-0.001225,-0.000125
0.995819,1.010158,0.996790,0.017288,0.000024,0.000784,-0.002143,0.000261,-0.000759,-0.000125
0.994821,1.011227,0.996165,0.019417,0.000151,0.001703,-0.004487,0.000353,0.000134,-0.000125
0.995523,1.009252,0.997009,0.020161,0.000097,0.002558,-0.006899,0.000126,0.000710,-0.000125
0.997023,1.005693,0.998410,0.020230,0.000698,0.003182,-0.008641,0.000298,0.000691,-0.000125
0.997963,1.003452,0.998989,0.019479,0.000731,0.003550,-0.009930,-0.000024,-0.000113,-0.000125
0.996552,1.005153,0.997477,0.018115,0.002259,0.003094,-0.010227,0.001058,-0.001399,-0.000125
0.992371,1.012025,0.993324,0.014496,0.005179,0.003034,-0.011100,0.003876,-0.002754,-0.000125
0.998428,1.005854,0.998775,0.013043,-0.000036,-0.000119,-0.000452,-0.000129,0.001225,-0.000125
0.995819,1.010158,0.996790,0.017288,-0.000024,-0.000784,-0.002143,-0.000261,0.000759,-0.000125
0.994821,1.011227,0.996165,0.019417,-0.000151,-0.001703,-0.004487,-0.000353,-0.000134,-0.000125
0.995523,1.009252,0.997009,0.020161,-0.000097,-0.002558,-0.006899,-0.000126,-0.000710,-0.000125
0.997023,1.005693,0.998410,0.020230,-0.000698,-0.003182,-0.008641,-0.000298,-0.000691,-0.000125
0.997963,1.003452,0.998989,0.019479,-0.000731,-0.003550,-0.009930,0.000024,0.000113,-0.000125
0.996552,1.005153,0.997477,0.018115,-0.002259,-0.003094,-0.010227,-0.001058,0.001399,-0.000125
0.992371,1.012025,0.993324,0.014496,-0.005179,-0.003034,-0.011100,-0.003876,0.002754,-0.000125
0.998516,1.006632,0.998012,0.013093,-0.000014,-0.000659,-0.000450,-0.000371,0.004439,-0.000125
0.996102,1.011587,0.995030,0.017321,-0.000108,-0.002200,-0.002154,-0.000907,0.002512,-0.000125
0.995335,1.012948,0.993999,0.019437,-0.000032,-0.004431,-0.004680,-0.000956,-0.000231,-0.000125
0.996401,1.010743,0.994726,0.020645,-0.000591,-0.006789,-0.006917,-0.000763,-0.002185,-0.000125
0.998627,1.006465,0.996292,0.020490,-0.000736,-0.008428,-0.009589,-0.000288,-0.002182,-0.000125
0.999601,1.003342,0.997561,0.021192,-0.002676,-0.008722,-0.010225,-0.000821,-0.000243,-0.000125
0.997085,1.004420,0.998120,0.020076,-0.004821,-0.008335,-0.012290,-0.002459,0.002708,-0.000125
0.989483,1.010285,0.998549,0.016493,-0.005860,-0.005922,-0.012725,-0.003743,0.005169,-0.000125
0.998656,1.007667,0.996659,0.013052,0.000055,-0.000376,-0.000432,-0.000691,0.009768,-0.000125
0.996449,1.014534,0.991820,0.017148,0.000363,-0.002817,-0.002222,-0.001721,0.005004,-0.000125
0.996049,1.015362,0.990768,0.019747,0.000150,-0.005948,-0.004645,-0.001722,-0.000641,-0.000125
0.998123,1.012489,0.991447,0.020623,0.000421,-0.007750,-0.007812,-0.001388,-0.003182,-0.000125
1.001458,1.007979,0.992211,0.022155,-0.001078,-0.009370,-0.009412,-0.000644,-0.003515,-0.000125
1.004359,1.003003,0.993988,0.021815,-0.001427,-0.010251,-0.013366,-0.001255,-0.001956,-0.000125
1.001923,1.001034,0.996852,0.022256,-0.002084,-0.006914,-0.013414,-0.002058,0.000997,-0.000125
0.989338,1.008852,1.000147,0.021616,-0.008348,-0.004507,-0.016594,-0.005350,0.003156,-0.000125
0.998643,1.010886,0.993832,0.012154,0.000843,-0.002842,-0.000590,-0.001283,0.019277,-0.000125
0.996582,1.016032,0.989299,0.016920,0.001660,-0.005118,-0.002329,-0.002543,0.004869,-0.000125
0.996470,1.015376,0.990145,0.019901,0.001947,-0.003499,-0.004748,-0.002809,-0.000300,-0.000125
0.999393,1.013981,0.988752,0.021527,0.000619,-0.003203,-0.007323,-0.001492,-0.002810,-0.000125
1.005923,1.008358,0.987928,0.021459,0.001910,-0.003454,-0.011676,-0.002080,-0.003827,-0.000125
1.011462,1.001542,0.988654,0.023829,0.000941,-0.001491,-0.013303,-0.000951,-0.004147,-0.000125
1.009988,0.999169,0.991972,0.023617,-0.001777,-0.001502,-0.017450,-0.001332,-0.002994,-0.000125
0.996251,1.001572,1.001298,0.023050,0.001691,0.005237,-0.018517,-0.006039,-0.005474,-0.000125
0.998662,1.009919,0.994466,0.009458,-0.000885,0.002563,-0.000376,0.001377,-0.016616,-0.000125
0.996724,1.014662,0.990280,0.015617,-0.002015,0.004863,-0.000974,0.003282,-0.004365,-0.000125
